"Post ID","Account ID","Account username","Account name",Description,"Duration (sec)","Publish time",Permalink,"Post type","Data comment",Date,Views,Likes,Shares,Comments,Saves,Reach,Follows
17969786031023289,17841458665026585,the.conscious.events,"Co~Nectar • Conscious Festival Tenerife","A new space is opening ✨

On October 3–4, 2026, Co~Nectar returns.

A weekend to come together, slow down, and reconnect — with yourself and with others 🌀

Through different workshops and experiences, you are invited to explore new ways of being, moving, feeling, and connecting.

You choose your own path across the weekend.
No experience needed. Just curiosity.
Different paths. One shared space.

We look forward to welcoming you.",94,"04/26/2026 03:27",https://www.instagram.com/reel/DXl2a2zCANL/,"IG reel",,Lifetime,1973,90,72,6,0,,
18216679063319371,17841462002176953,almaiso.tenerife,"Almaíso at Finca El Drago","Earth Day.

For many, it’s a reminder.
For us, it’s a daily practice.

Through Almaíso Verde,
we are learning how to build a real relationship with the land
one that takes time, presence, and care.

Not something we speak about,
but something we do.

In the hands that plant.
In the patience it requires.
In the quiet understanding that growth cannot be rushed.

And slowly, this relationship expands.

From soil,
to food,
to the way we gather.

Our intention is to nourish this connection further
through a farm to table restaurant,
where what grows from the land
returns to the body.

For the community,
and for those who arrive here.

What we give to the earth
returns.

And maybe it is simple
what receives care
grows.

—

Día de la Tierra.

Para muchos, es un recordatorio.
Para nosotros, es una práctica diaria.

A través de Almaíso Verde,
estamos aprendiendo a construir una relación real con la tierra,
una que requiere tiempo, presencia y cuidado.

No es algo de lo que hablamos,
sino algo que hacemos.

En las manos que plantan.
En la paciencia que exige.
En la comprensión silenciosa de que el crecimiento no se puede apresurar.

Y poco a poco, esta relación se expande.

De la tierra,
a la comida,
a la forma en que nos reunimos.

Nuestra intención es seguir nutriendo esta conexión
a través de un restaurante de la tierra a la mesa,
donde lo que crece en la tierra
regresa al cuerpo.

Para la comunidad,
y para quienes llegan aquí.

Lo que damos a la tierra
vuelve.

Y quizá es simple:
lo que recibe cuidado
crece. 🌿
#earthday #farmtotable #organicfood #regeneration",35,"04/22/2026 04:00",https://www.instagram.com/reel/DXbnawaAwiM/,"IG reel",,Lifetime,2414,134,17,8,4,1470,3
17915361006357295,17841462002176953,almaiso.tenerife,"Almaíso at Finca El Drago","Almaíso is a paradise for the soul.

A place where retreats unfold with intention,
and the land gently becomes part of the experience.

A place where retreats unfold with the intention of creating more sustainable and conscious tourism, where the land gently becomes part of the experience. 

Through our regeneration project, Almaíso Verde, we give back to the land and contribute to the quiet restoration of the soil. What was once planted as a seed in the soil can later nourish your body in our soon-to-open farm-to-table restaurant.

Everything here is rooted in three intentions:
regeneration, connection, and expansion in joy.

They shape how we care for the land,
how we welcome people,
and how each experience unfolds.

The beauty of the place softens the body.
The people you meet share a similar rhythm.
And the nature that holds it all becomes part of the journey.

More than a retreat center, Almaíso is a living project, rooted in community.

If you have been here before, your voice means a lot to us. What did Almaíso awaken in you? ✨",58,"04/15/2026 10:10",https://www.instagram.com/reel/DXKP3WXjD4Q/,"IG reel",,Lifetime,2867,128,15,20,5,1623,11
18575560480010427,17841462002176953,almaiso.tenerife,"Almaíso at Finca El Drago","Long before Almaíso’s vision was born,
there was someone already caring for this place.

Her name is Maria. Born in La Orotava, deeply rooted in this land, she carries the history of the finca within her.
Long before Almaíso began, her family cared for this place — and today, she continues that legacy with quiet devotion.

She holds the spaces,
cares for every detail,
and brings warmth, stability, and heart into everything she does.

Maria is not just part of Almaíso,
she is its grounding.

We are deeply grateful to walk this path with her.

🤍

—

Mucho antes de que naciera la visión de Almaíso, ya había alguien cuidando este lugar.

Ella es María. Nacida en La Orotava, profundamente conectada a esta tierra, lleva la historia de la finca dentro de sí.

Su familia vivió aquí durante años, cuidando cada rincón — y su madre le transmitió ese legado, junto con la responsabilidad de mantener y preservar este lugar tan especial.

Hoy, María continúa ese camino con dedicación y cariño.

Cuida los espacios, mantiene vivas las casas y su esencia, y valora cada detalle — desde lo más pequeño hasta lo más antiguo.
Tiene un amor especial por la naturaleza, su familia y su perro, y por todo aquello que forma parte del alma de la finca.

Siempre está ahí cuando se la necesita,
aportando apoyo, cercanía y una energía que sostiene a todo el equipo.

María no es solo parte de Almaíso,
es su raíz.

Estamos profundamente agradecidos de compartir este camino con ella.

🤍

#almaiso #fincaeldrago #comunidad #community",0,"04/07/2026 07:00",https://www.instagram.com/p/DW1UEB2jFYE/,"IG carousel",,Lifetime,1335,52,0,10,0,446,0
18082954625059866,17841462002176953,almaiso.tenerife,"Almaíso at Finca El Drago","There’s something nature never gets wrong: its cycles. 🌿

Today, this reminder comes through Mirjam, our land steward, and her gentle presence and a gaze that sees beyond the surface

When I asked her what nature has taught her, the answer was simple, yet profound:
patience.

To understand that there are winters.
Slower, quieter phases, sometimes even a little heavy.

And still, to trust that after them, life blooms again.

A spiritual reminder:
not everything needs to happen now.
Not everything needs to be in full color all the time.

There is wisdom in retreat.
There is purpose in waiting.

Just like nature, you are always in the process of becoming.

Trust your cycle. 🌸

—

Hay algo que la naturaleza nunca se equivoca: sus ciclos. 🌿

Hoy, este recordatorio llega a través de Mirjam, una de las personas que cuidan esta tierra,
con su presencia serena y una mirada que va más allá de la superficie.

Cuando le pregunté qué le ha enseñado la naturaleza,
la respuesta fue simple, pero profunda:
la paciencia.

Entender que hay inviernos.
Fases más lentas, más silenciosas, a veces incluso un poco pesadas.

Y aun así, confiar en que después de ellas, la vida vuelve a florecer.

Un recordatorio espiritual:
no todo tiene que suceder ahora.
No todo tiene que estar en pleno color todo el tiempo.

Hay sabiduría en retirarse.
Hay propósito en esperar.

Igual que la naturaleza,
siempre estás en proceso de convertirte en quien eres.

Confía en tu ciclo. 🌸",18,"04/02/2026 09:17",https://www.instagram.com/reel/DWorq51DAXj/,"IG reel",,Lifetime,1044,39,0,1,1,634,0
17983074782994829,17841462002176953,almaiso.tenerife,"Almaíso at Finca El Drago","Casas of Almaíso 🤍
Welcome to our collection of homes, ready to host your retreat guests.
Here, they can step away from the busy world,
breathe deeply, and reconnect with themselves.
A true paradise for the soul, surrounded by the stunning nature of Almaíso.

From cozy 69 m² apartments
to expansive 550 m² villa,
we can support retreats of different sizes and needs.

You hold the space, we hold the home ✨

—

Casas de Almaíso 🤍
Bienvenidos a nuestra colección de casas, listas para recibir a los huéspedes de tu retiro.
Aquí pueden alejarse del ritmo del mundo,
respirar profundamente y reconectar consigo mismos.
Un verdadero paraíso para el alma, rodeado de la impresionante naturaleza de Almaíso.

Desde acogedores apartamentos de 69 m²
hasta una amplia villa de 550 m²,
podemos acoger retiros de diferentes tamaños y necesidades.

Tú sostienes el espacio, nosotros sostenemos el hogar ✨

#retreatcenter #retreat #tenerife #teneriffa",32,"03/29/2026 10:00",https://www.instagram.com/reel/DWedjzQALrB/,"IG reel",,Lifetime,1122,54,2,2,7,687,0
18062813882439236,17841462002176953,almaiso.tenerife,"Almaíso at Finca El Drago","There is a different kind of ease
when you arrive somewhere and feel supported:

The beauty of the land,
the care of the team,
and the peace of mind it brings
when you don’t have to hold everything alone.

For retreat leaders like @designeduli 
this changes the way everything unfolds.

A space that supports you,
so you can fully hold others.

Thank you, Uli,
for sharing what it feels like
to lead from the heart here.

If you feel the call to host here,
we are here to receive it with you.

—

Hay una forma distinta de estar
cuando llegas a un lugar y te sientes sostenido:

La belleza del entorno,
el cuidado del equipo,
y la tranquilidad mental que surge
cuando no tienes que sostenerlo todo solo.

Para facilitadores como @designeduli 
esto cambia la forma en que todo se desarrolla.

Un espacio que te sostiene,
para que tú puedas sostener a otros.

Gracias, Uli,
por compartir lo que se siente
liderar desde el corazón aquí.

Si sientes el llamado a crear aquí,
estamos para recibirlo contigo.

#retreat #retreatcenter #retreatleader #canaryisland",36,"03/25/2026 05:09",https://www.instagram.com/reel/DWToty_DBXP/,"IG reel",,Lifetime,1127,28,1,7,0,667,0
17849955579661072,17841462002176953,almaiso.tenerife,"Almaíso at Finca El Drago","The Spring Equinox is here, a moment when day and night are equal and the earth begins to bloom again 🌕 ☀️

This is a gentle invitation to pause, reflect and realign
Notice what is ending, what is emerging and what you are ready to nurture 🌱

Take a few quiet moments to reflect:
What do I want to release?
What new intentions or seeds do I want to plant?
How can I nurture connection with myself, others and the world around me?

As the season unfolds, may you trust the timing of your growth, honor your roots and allow new beginnings to arrive with ease 🌸

—

La Equinoccio de Primavera ya está aquí, un momento en el que el día y la noche están en equilibrio y la tierra comienza a florecer de nuevo 🌕 ☀️

Esta es una suave invitación a pausar, reflexionar y realinearte.
Observa qué está llegando a su fin, qué está emergiendo y qué estás listo/a para nutrir 🌱

Tómate unos momentos de calma para reflexionar:
¿Qué quiero soltar?
¿Qué nuevas intenciones o semillas quiero plantar?
¿Cómo puedo nutrir la conexión conmigo, con los demás y con el mundo que me rodea?

A medida que la temporada se despliega, que puedas confiar en el ritmo de tu crecimiento, honrar tus raíces y permitir que nuevos comienzos lleguen con suavidad 🌸

#spring #springequinox #vernalequinox",0,"03/18/2026 10:28",https://www.instagram.com/p/DWCL_7GDB7e/,"IG carousel",,Lifetime,783,16,1,0,1,337,0
18114667510711022,17841462002176953,almaiso.tenerife,"Almaíso at Finca El Drago","It is no coincidence that Tenerife is Almaíso’s home.
This island is not just beautiful; it is alive.

Water. Fire. Air. Earth. An island shaped by every force that creates life.

With eternal spring, every season becomes the perfect time to arrive.

Can you feel its power too? ✨

—

No es casualidad que Tenerife sea el hogar de Almaíso.
Esta isla no solo es hermosa; está viva.

Agua. Fuego. Aire. Tierra. Una isla moldeada por cada fuerza que crea la vida.

Con una primavera eterna, cada estación se convierte en el momento perfecto para llegar.

¿Puedes sentir su poder también? ✨

#tenerife #teneriffe #canaryislands",0,"03/15/2026 09:44",https://www.instagram.com/p/DV6YhLtjIoj/,"IG carousel",,Lifetime,1469,63,0,4,5,657,1
17984828393793647,17841462002176953,almaiso.tenerife,"Almaíso at Finca El Drago","In Almaíso, everything begins with the land.

Almaíso Verde is our permaculture and agroforestry project, a living effort to restore the vitality of this place and grow food in harmony with nature. Instead of extracting from the soil, we learn to listen to its rhythms, planting diversity and allowing the ecosystem to slowly regenerate.

Seeds, trees and vegetables are finding their place here again, guided by patience, care and deep respect for the natural cycles of the earth.

This is a long journey, unfolding season by season.

In this way, the land guides us toward a more conscious way of living and welcoming those who come here.

Little by little, the forest returns. 🌱

—

En Almaíso, todo comienza con la tierra.

Almaíso Verde es nuestro proyecto de permacultura y agroforestería, un esfuerzo vivo para restaurar la vitalidad de este lugar y cultivar alimentos en armonía con la naturaleza. En lugar de extraer de la tierra, aprendemos a escuchar sus ritmos, plantando diversidad y permitiendo que el ecosistema se regenere lentamente.

Semillas, árboles y hortalizas están encontrando nuevamente su lugar aquí, guiados por la paciencia, el cuidado y un profundo respeto por los ciclos naturales de la tierra.

Este es un viaje largo, que se despliega temporada tras temporada.

De esta manera, la tierra nos guía hacia una forma más consciente de vivir y de acoger a quienes llegan hasta aquí.

Poco a poco, la naturaleza regresa. 🌱
#permaculture #agroforestería #agroforest #sustainable",59,"03/10/2026 11:10",https://www.instagram.com/reel/DVtqRoLDHfv/,"IG reel",,Lifetime,2711,106,21,22,9,1621,5
17989408478775872,17841460595840005,fromwithin.aga,"Aga • Yoga, Inner Work & Retreats","This Easter join me on journey through 7 chakras: yoga & adventure retreat. 

Space where there are no expectations, pressure, where you can simply be! 

Hosted in beautiful finca @almaiso.tenerife 

4 spots left 

Take that break for yourself that you really deserve to reconnect from within 🤍

Comment for more info

Videos by @almaiso.tenerife 

#retreat #yogaretreat #teneriferetreat #yogabreak #spacetobe",27,"03/08/2026 13:56",https://www.instagram.com/reel/DVozw7QiPB1/,"IG reel",,Lifetime,1151,17,3,1,0,,
18091105061151588,17841462002176953,almaiso.tenerife,"Almaíso at Finca El Drago","Today we honor the power of women gathering.

When women come together in presence, something subtle yet powerful begins to unfold. A space where we can feel safe, seen and heard.

At Almaíso, many of the spaces we hold are shaped by women guiding, sharing and supporting one another.

In a world that often feels uncertain, these moments of connection remind us that trust, care and sisterhood can still grow.

Happy International Women’s Day. 🌿

— 

Hoy honramos el poder de las mujeres que se reúnen.

Cuando las mujeres se encuentran en presencia, algo sutil y poderoso comienza a desplegarse. Un espacio donde podemos sentirnos seguras, vistas y escuchadas.

En Almaíso, muchos de los espacios que sostenemos están guiados y moldeados por mujeres que comparten, acompañan y se apoyan mutuamente.

En un mundo que a menudo se siente incierto, estos momentos de conexión nos recuerdan que la confianza, el cuidado y la hermandad aún pueden crecer.

Feliz Día Internacional de la Mujer. 🌿
#8m #8marzo #womensupportingwomen",0,"03/08/2026 03:50",https://www.instagram.com/p/DVnudqKDCcN/,"IG carousel",,Lifetime,2682,63,7,4,1,1126,0
18146612347415869,17841462002176953,almaiso.tenerife,"Almaíso at Finca El Drago","Behind Almaíso stands Stefan, entrepreneur, father, and the visionary guiding this project.

After founding several companies and working in the film industry, his path took a new direction while living in Tenerife with his family. Time spent on the land at Finca El Drago opened a deeper question: how can tourism, agriculture, and community come together in a more conscious way?

From that experience, Almaíso began to take shape. A place where people reconnect with nature, where food grows from living soil, and where community creates space for meaningful encounters and moments of true joy.

If you feel called to create retreats rooted in these values, we would love to hear from you. 🌿

—

Detrás de Almaíso está Stefan, emprendedor, padre y la mente visionaria que guía este proyecto.

Después de fundar varias empresas y trabajar en la industria del cine, su camino tomó una nueva dirección mientras vivía en Tenerife con su familia. El tiempo que pasó en la tierra de Finca El Drago despertó una pregunta más profunda: ¿cómo pueden el turismo, la agricultura y la comunidad unirse de una manera más consciente?

A partir de esa experiencia, Almaíso empezó a tomar forma. Un lugar donde las personas reconectan con la naturaleza, donde los alimentos crecen en suelo vivo y donde la comunidad crea espacio para encuentros significativos y momentos de verdadera alegría.

Si sientes el llamado de crear retiros basados en estos valores, nos encantará escucharte. 🌿
#retreatcenter #retreat #fincaeldrago",0,"03/06/2026 09:11",https://www.instagram.com/p/DVjQhgvDJ4Z/,"IG carousel",,Lifetime,1866,61,1,9,1,612,1
18123209398585286,17841462002176953,almaiso.tenerife,"Almaíso at Finca El Drago","A space to soften. A space to restore. 

Just beside the shala, two serene treatment rooms await you, quiet sanctuaries where skilled hands and intuitive care invite you to slow down and return to yourself. 

In collaboration with our wonderful treatment partner, we offer a selection of massages and therapies designed to support your body, calm your nervous system, and deepen your retreat experience. 

Whether you’re joining us for a retreat or staying with us individually, we invite you to explore the treatments available and choose what feels right for you. Reach out to receive our full offer and let your stay become even more nourishing. ✨

—

Un espacio para suavizar. Un espacio para restaurar.

Justo al lado de la shala, dos serenas salas de tratamiento te esperan: pequeños santuarios de calma donde manos expertas y un cuidado intuitivo te invitan a bajar el ritmo y volver a ti.

En colaboración con nuestro maravilloso partner de tratamientos, ofrecemos una selección de masajes y terapias diseñadas para apoyar tu cuerpo, calmar tu sistema nervioso y profundizar tu experiencia de retiro.

Ya sea que te unas a uno de nuestros retiros o que te alojes con nosotros de forma individual, te invitamos a explorar los tratamientos disponibles y elegir lo que sientas que necesitas.

Contáctanos para recibir nuestra oferta completa y permitir que tu estancia sea aún más nutritiva. ✨

#retreatcenter #retreat #massagetherapist #tenerife",32,"03/05/2026 10:47",https://www.instagram.com/reel/DVg2o_8jDG2/,"IG reel",,Lifetime,573,23,0,1,0,367,0
